tweet_created,tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_timezone,user_gender,retweet_count
2014-12-23 12:46:00,"My New Years goal: inspire and help people get in shape. I want to motivate, not just be antother ""meathead"" in the gym. #NewYearsResolution",Health & Fitness,Eat Less Sugar,"Toledo, OH",OH,Midwest,,female,
2014-12-23 12:58:00,It's been an incredible #jesusyear. Hopefully next year I don't crash and burn. #NewYearsResolution,Personal Growth,Be more positive,Los Angeles,CA,West,Pacific Time (US & Canada),female,
2014-12-23 13:19:00,A facebook year to remember... I'd rather not. #NewYearsResolution,Personal Growth,Spend less time on Facebook,Los Angeles,CA,West,Eastern Time (US & Canada),female,
2014-12-23 13:20:00,RT @BetweenWorlds25: Carrying over my previous year's #NewYearsResolution : I refuse to associate with toxic self-destructive people. http:‰Û_,Family/Friends/Relationships,Other,Jacksonville & So. Fla ,FL,South,Atlantic Time (Canada),male,
2014-12-23 13:24:00,RT @lucky_uddin1: #NewYearsResolution Overcome Every Obstacle Life Throws At Me With A Smile...,Personal Growth,Watch less TV,Birmingham ,AL,South,,female,
2014-12-23 13:24:00,#NewYearsResolution get a boyfriend @sammywilk _Ù÷ä,Personal Growth,Other,"webster, new york",NY,Northeast,,female,
2014-12-23 13:48:00,I am going put up more tweets than retweets next year. #NewYearsResolution #tweets,Personal Growth,Be more positive,"Grand Rapids, MI",MI,Midwest,Eastern Time (US & Canada),male,
2014-12-23 14:20:00,My #NewYearsResolution is to spend all of my free time working out and perfecting my #dreambody #work #gym #happylife,Health & Fitness,Quit smoking,Sioux City,IA,Midwest,Eastern Time (US & Canada),female,
2014-12-23 14:49:00,@RussellWGordon I want to start peppering my sentences with the phrase Lord Jesus said my best old southern lady voice #NewYearsResolution,Humor,Humor about New Years,richland wa,WA,West,Pacific Time (US & Canada),female,
2014-12-23 14:51:00,Bought a fitness tracker to keep in shape #NewYearsResolution,Health & Fitness,Go to the gym more,Chicago,IL,Midwest,Central Time (US & Canada),male,
2014-12-23 15:27:00,Starting my #newyearsresolution early #healthyfood  #colorfulplate. Come on people star the trend!!‰Û_ http://t.co/KS1asxlvAv,Health & Fitness,Drink Less Caffine,Miami,FL,South,,female,
2014-12-23 15:46:00,#NewYearsResolution prove everyone wrong. #NoLove,Family/Friends/Relationships,Other,St.marys Wv ,WV,South,Eastern Time (US & Canada),male,
2014-12-23 15:49:00,#NewYearsResolution No more tweeting/texting while driving _ÙªÉ_ÙªÉ,Personal Growth,Be more positive,seattle,WA,West,Arizona,female,
2014-12-23 16:25:00,#newyearsresolution get a net profile pict!,Personal Growth,Use more social media,"Austin, TX ",TX,South,Central Time (US & Canada),female,
2014-12-23 16:32:00,RT @WhoTFisjohnny: #NewYearsResolution STAY FOCUSED,Personal Growth,Make better decisions,Florida,FL,South,Quito,female,
2014-12-23 16:40:00,"My #NewYearsResolution is getting my new next gen #gaming console, either a Xbox one or ps4 or Wii u.",Recreation & Leisure,Other,"New York, New York",NY,Northeast,Central Time (US & Canada),female,
2014-12-23 16:49:00,Should I go to community college next year or go to a 4 year university... Hmm #NewYearsResolution,Education/Training,Study More,VA,VA,South,Eastern Time (US & Canada),male,
2014-12-23 17:00:00,Dont give much credence to the Gregorian calendar....however my 1  #NewYearsResolution = get back to Kenya ASAP,Recreation & Leisure,Take a cross country trip,"Seattle, WA",WA,West,Pacific Time (US & Canada),male,
2014-12-23 17:06:00,#NewYearsResolution - to help as many #Entrepreneurs as I possibly can with funding and consulting so that they may experience #growth,Philanthropic,Other,new orleans ,LA,South,Central Time (US & Canada),male,
2014-12-23 17:08:00,2014- the year of ideas....2015 - the year of execution! #2015 #NewYearsResolution,Education/Training,Learn a new skill,"New York, NY",NY,Northeast,Quito,female,
2014-12-23 17:10:00,#NewYearsResolution edit: get out of town more than I did in 2014 period,Recreation & Leisure,Take a trip,"Milwaukee, WI",WI,Midwest,Central Time (US & Canada),male,
2014-12-23 17:16:00,No chill all year round #NewYearsResolution,Recreation & Leisure,Other,"#CowboysNation, TEXAS ",TX,South,Atlantic Time (Canada),male,
2014-12-23 17:18:00,#NewYearsResolution - that college graduates of the Class of 2015 enter into #entrepreneurship instead of a #job,Education/Training,Study More,new orleans ,LA,South,Central Time (US & Canada),male,
2014-12-23 17:23:00,#NewYearsResolution - that #neworleans experiences economic growth and worth valued at 1 billion!,Finance,Manage debt,new orleans ,LA,South,Central Time (US & Canada),male,
2014-12-23 17:29:00,#NewYearsResolution get more piercings,Personal Growth,Improve my appearance,American University,DC,South,Eastern Time (US & Canada),female,
2014-12-23 17:38:00,RT @Amandazz101: #NewYearsResolution ;be apart of a big crew _ÙÔÇ_ÙÔ__ÙÔ__ÙÔÇ_ÙÔ__ÙÔÂ_ÙÔÂ_ÙÔ_,Personal Growth,Be More Fun,Boston,MA,Northeast,Atlantic Time (Canada),female,
2014-12-23 17:46:00,I am so #excited for the #newyear! #2015 is going to be a year of #change for me! #NewYearsResolution #ready #can'twait,Personal Growth,Respect Others,Taberg New York ,NY,Northeast,Atlantic Time (Canada),female,
2014-12-23 17:55:00,I truly need to grow a pair &amp; stop being so nice to awful people. #newyearsresolution,Personal Growth,Appreciate what I have,Lax City,CA,West,Central Time (US & Canada),female,
2014-12-23 18:06:00,May I find more work onstage and on-film in 2015! #NewYearsResolution,Career,Get a new job,New York City,NY,Northeast,Eastern Time (US & Canada),male,
2014-12-23 18:15:00,Already have a #NewYearsResolution  picked out: its time to leave all these feelings in the past #neverworthmytime #goodbyepast #hellofuture,Personal Growth,Improve my attitude,New York,NY,Northeast,Eastern Time (US & Canada),female,
2014-12-23 18:36:00,"#NewYearsResolution #1 Stop gossiping completely. I don't do it as much as I used to, but fr it's counterproductive and UGLY.  #progress",Personal Growth,Gossip Less,"760, California",CA,West,,female,
2014-12-23 18:40:00,"I plan on forcibly preventing anyone within arms reach from saying, ""let's do this,"" in 2015. #NewYearsResolution",Humor,Humor about not Resolutions in general,"Austin, TX",TX,South,Central Time (US & Canada),male,
2014-12-23 18:47:00,#NewYearsResolution To continue not to care what people think or say about me _Ù÷÷,Personal Growth,Appreciate what I have, Georgia,GA,South,Eastern Time (US & Canada),female,
2014-12-23 18:47:00,Or get a puppy... #NewYearsResolution http://t.co/z9RUEjnyRO,Humor,Humor about not Resolutions in general,Los Angeles,CA,West,Arizona,male,
2014-12-23 18:48:00,Or get a baby hedgehog #NewYearsResolution http://t.co/dk9KLH8OKl,Personal Growth,Adopt a pet,Los Angeles,CA,West,Arizona,male,
2014-12-23 18:50:00,Figure out how magnets work... #NewYearsResolution http://t.co/cjyrdqjESe,Humor,Other,Los Angeles,CA,West,Arizona,male,
2014-12-23 18:58:00,Next year I will finally send out a Christmas card. #NewYearsResolution,Personal Growth,Improve my attitude,"Memphis, TN",TN,South,Central Time (US & Canada),female,
2014-12-23 19:10:00,Instead of making a #NewYearsResolution choose to reflect on all you've accomplished this year. It might just surprise you.,Personal Growth,Appreciate what I have,"San Francisco, CA",CA,West,,female,
2014-12-23 19:25:00,3. SLIGHT ABS #NewYearsResolution To be Continued... _ÙÕ©,Health & Fitness,Eat healthier,"Hialeah, Fl",FL,South,,female,
2014-12-23 19:28:00,I want to drink Champagne and make out #NewYearsResolution,Humor,Humor about Family/Friends/Relationships Resolutions,Finger Lakes ,NY,Northeast,Ljubljana,female,
2014-12-23 19:29:00,My New Year's resolution is to drink wine daily. I've started early and I'm super proud of how well it is going! #NewYearsResolution,Health & Fitness,Other,"Chicago, IL",IL,Midwest,Central Time (US & Canada),male,
2014-12-23 19:38:00,#NewYearsResolution 8 pack !,Humor,Humor about Health and Fitness Resolutions,RI,RI,Northeast,Central Time (US & Canada),male,
2014-12-23 20:05:00,Time to do a little erasing and a lot of rearranging! #NewYearsResolution,Time Management/Organization,Re-organize,Kansas,KS,Midwest,,female,
2014-12-23 20:09:00,#NewYearsResolution don't be too critical on Zona. _Ù÷â,Personal Growth,Improve my attitude,"Tucson, Arizona",AZ,West,Arizona,female,
2014-12-23 20:13:00,#NewYearsResolution go to the #Gem https://t.co/vWypGDDWNK,Health & Fitness,Eat less meat,"Oakland, Ca",CA,West,Pacific Time (US & Canada),male,
2014-12-23 20:21:00,"In 2015, all of my hugs will take you to the ground. #NewYearsResolution",Family/Friends/Relationships,Other,Los Angeles,CA,West,Pacific Time (US & Canada),male,
2014-12-23 20:23:00,Dad did find me an eventing barn. I've always wanted to try eventing. #crosscountry #eventing #equestrian #NewYearsResolution,Recreation & Leisure,Take more vacation,Edmonton/Dallas,TX,South,,female,
2014-12-23 21:04:00,#NewYearsResolution stay up to date with everything going on within my family because I'm so out of the loop.,Family/Friends/Relationships,Spend more time with family,L O N G B E A C H S T A T E,AK,West,Alaska,female,
2014-12-23 21:42:00,"2015 is the year we stop saying ""Bless you"" to strangers after they sneeze. #NewYearsResolution",Humor,Humor about Family/Friends/Relationships Resolutions,"Wilmington, NC, USA",NC,South,Eastern Time (US & Canada),male,
2014-12-23 21:50:00,#NewYearsResolution #1 Buy more guitar gear,Recreation & Leisure,Other,"Euegne, OR",OR,West,,male,
2014-12-23 21:54:00,"Yeah it'll be a new year, but it'll still be the same me, so buckle up. #NewYearsResolution",Personal Growth,Be more positive,"St. Louis, Mo USA",MO,Midwest,Central Time (US & Canada),female,
2014-12-23 22:06:00,"Last #workout at #Crunch of the year... My #NewYearsResolution is to enjoy over the holidays, eat‰Û_ http://t.co/scSIBTtvnk",Recreation & Leisure,Spend more time outside,"Los Angeles, CA",CA,West,,male,
2014-12-23 23:09:00,#NewYearsresolution is to begin #ballet and do the #splits,Health & Fitness,Excersize More,San Diego ,CA,West,Alaska,female,
2014-12-23 23:48:00,One #NewYearsResolution is to improve my image: next December I'll only attend Handsome-Christmas-Sweater parties.,Personal Growth,Improve my appearance,california's bakersfield,CA,West,Pacific Time (US & Canada),male,
2014-12-24 00:32:00,"Haha remember when I used to be super athletic and fit? Yeah, I miss that... #newyearsresolution‰Û_ http://t.co/49GNzZEilo",Health & Fitness,Improve my body,Eau Claire,WI,Midwest,Central Time (US & Canada),female,
2014-12-24 02:11:00,I'm gonna cut my hair and go back blonde #NewYearsResolution I'm tired of waiting!,Recreation & Leisure,Other,Texas,TX,South,,female,
2014-12-24 02:25:00,I'm gonna marry Austin Swift@austinswift7 #NewYearsResolution,Family/Friends/Relationships,Make new friends,Cleveland with a little NYC,OH,Midwest,Atlantic Time (Canada),female,
2014-12-24 03:46:00,New Year's resolution - Take care of me! What is yours? #NewYearsResolution,Personal Growth,Be more positive,"East Brunswick, NJ",NJ,Northeast,Atlantic Time (Canada),female,
2014-12-24 04:04:00,In honor of my #NewYearsResolution to learn Spanish #rosettastone #PCSB ESOL http://t.co/3zmp1Ol1yN,Education/Training,Learn a new language,Florida,FL,South,,female,
2014-12-24 04:53:00,Getting in shape and working out at least 3 times a week #newyearsresolution #dropthebabyweight,Health & Fitness,Go to the gym more,Texas,TX,South,Central Time (US & Canada),male,
2014-12-24 05:19:00,"The road to the #future has only one exit, so don't get off to ask directions.  #NewYearsResolution #futurist",Personal Growth,Focus on My Future,"Boise, Idaho",ID,West,Central Time (US & Canada),male,
2014-12-24 05:36:00,Let's get back to looks nj like this in 2015. #NewYearsResolution http://t.co/MTmcfvLtLV http://t.co/HNRks3punj,Health & Fitness,Go gluten free,New York/ New Jersey,NJ,Northeast,Eastern Time (US & Canada),male,
2014-12-24 05:54:00,#NewYearsResolution: #1 keep my @goodreads page up to date. I was a major slacker in 2014.,Recreation & Leisure,Spend more time on my hobby,"Palm Beach, Florida",FL,South,Eastern Time (US & Canada),female,
2014-12-24 06:43:00,"All I want to do is travel, dance, sip lemoncello and let my curls blow in the air #lifegoals #NewYearsResolution #morning #thought",Recreation & Leisure,Take more vacation,"New York, New York",NY,Northeast,Central Time (US & Canada),female,
2014-12-24 07:50:00,Checklist #FreshFade #GotTooTan #ChistmasEveCrossfit if you haven't began 2015 #NewYearsResolution #YourLate,Health & Fitness,Lose weight,1021 9th st Eastern Illinois,IL,Midwest,Atlantic Time (Canada),male,
2014-12-24 07:55:00,@offkey_kc Thanks for the follow! FYI: Performing karaoke is a big fear I hope to overcome in 2015... #NewYearsResolution,Recreation & Leisure,Other,"Topeka, Kansas",KS,Midwest,Eastern Time (US & Canada),female,
2014-12-24 08:00:00,I'm not going to tell you #BlackLivesMatter I'm going to continue showing you. #NewYearsResolution,Personal Growth,Other,"Washington, DC",DC,South,,female,
2014-12-24 08:11:00,My #NewYearsResolution is to #win #everyday_Ù÷_Ù÷_Ù÷_Ù÷,Personal Growth,Acheive My Goals,philadelphia,PA,Northeast,,male,
2014-12-24 08:11:00,Not to like or take anymore selfies #NewYearsResolution,Personal Growth,Other,"Surrounded by corn, Indiana",IN,Midwest,,female,
2014-12-24 08:22:00,"""Letting go of old assumptions clears the way for an exciting new direction""#NewYearsResolution",Personal Growth,Focus on My Future,Tennessee ,TN,South,Eastern Time (US & Canada),female,
2014-12-24 08:26:00,I think im going to try to use my twitter this year. Even if I already know it will last only 3 days. #NewYearsResolution #sowhat,Recreation & Leisure,Hike more,"Piscataway, NJ",NJ,Northeast,,female,
2014-12-24 08:29:00,Can't wait for 2015 to start _Ù_ä #NewYearsResolution #newyear deff #newme,Personal Growth,Other,New Jersey ‰Û¢ FL‰_•ü,FL,South,America/Chicago,female,
2014-12-24 08:34:00,#motivation. Set plan. Skill set to do it. #NewYearsResolution Taking my @ThirtyOne business to the next level in 2015!,Career,Make more money,"Springfield, MO",MO,Midwest,,female,
2014-12-24 08:35:00,My #NewYearsResolution is to develop an unhealthy obsession with other men's' physiques and spend an inordinate amnt of time working out.,Health & Fitness,Other,"Broadview Heights, Ohio",OH,Midwest,Pacific Time (US & Canada),male,
2014-12-24 08:38:00,Let's make it a goal to eliminate faxing in 2015. #NewYearsResolution,Personal Growth,Improve my attitude,St. Louis,MO,Midwest,Central Time (US & Canada),female,
2014-12-24 08:42:00,I've never made and stuck to a #NewYearsResolution but this year I came up with 5 things that seem pretty doable :) http://t.co/bNUHZVGJMv,Personal Growth,Have more patience,"Detroit, mi",MI,Midwest,Pacific Time (US & Canada),female,
2014-12-24 08:53:00,#2015 start the year right with healthy thinking. Leave negative thoughts in the past. #NewYearsResolution,Personal Growth,Spend less time on Facebook,NYC,NY,Northeast,Eastern Time (US & Canada),female,
2014-12-24 09:01:00,Great new years resolution.  Learn to #budget.http://t.co/F8v3306pxF#NewYearsResolution#financialadvice#finance,Finance,Save money,"Denver, CO",CO,West,Mountain Time (US & Canada),male,
